904206278	20200107	202001	2020	2020.0192	catGOV	CATALAN			cat			GOV			ESP	SPANISH	ESP								0	046	046	04	1	7.0	8	4	8	-1.75701642017002	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	20200206141500	https://abcnews.go.com/International/wireStory/spain-pm-meets-separatist-catalan-leader-mend-ties-68796446
904206279	20200107	202001	2020	2020.0192	catGOV	CATALAN			cat			GOV			GOV	GOVERNMENT						GOV			0	030	030	03	1	4.0	8	4	8	-1.75701642017002	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	20200206141500	https://abcnews.go.com/International/wireStory/spain-pm-meets-separatist-catalan-leader-mend-ties-68796446
904206280	20200107	202001	2020	2020.0192	catGOV	CATALAN			cat			GOV			GOV	GOVERNMENT						GOV			0	046	046	04	1	7.0	8	4	8	-1.75701642017002	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	20200206141500	https://abcnews.go.com/International/wireStory/spain-pm-meets-separatist-catalan-leader-mend-ties-68796446
904206281	20200130	202001	2020	2020.0822											GBR	UNITED KINGDOM	GBR								1	173	173	17	4	-5.0	3	1	3	-5.4726368159204	0								4	Humberside, United Kingdom (general), United Kingdom	UK	UK00	40123	53.75	-0.416667	-2599188	4	Humberside, United Kingdom (general), United Kingdom	UK	UK00	40123	53.75	-0.416667	-2599188	20200206141500	https://www.grimsbytelegraph.co.uk/news/grimsby-news/man-court-charged-murder-britains-3814182
904206282	20200130	202001	2020	2020.0822											GOV	AUTHORITIES						GOV			0	010	010	01	1	0.0	3	1	3	-4.35323383084577	0								3	South Paris, Maine, United States	US	USME		44.2237	-70.5134	575877	3	South Paris, Maine, United States	US	USME		44.2237	-70.5134	575877	20200206141500	https://www.sunjournal.com/2020/02/06/west-paris-man-allegedly-chased-victim-shot-at-him-again/
904206283	20200130	202001	2020	2020.0822	FRA	FRENCH	FRA								NLDMIL	DUTCH	NLD					MIL			1	160	160	16	4	-4.0	8	1	8	-6.14334470989761	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	20200206141500	https://www.ibtimes.com/airlines-extend-china-flight-suspensions-2917025
904206284	20200130	202001	2020	2020.0822	FRA	FRENCH	FRA								NLDMIL	NETHERLANDS	NLD					MIL			1	160	160	16	4	-4.0	2	1	2	-6.14334470989761	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	1	Hong Kong	HK	HK		22.25	114.166667	HK	20200206141500	https://www.ibtimes.com/airlines-extend-china-flight-suspensions-2917025
904206285	20200130	202001	2020	2020.0822	GBR	BRITISH	GBR								GBRHLH	UNITED KINGDOM	GBR					HLH			1	020	020	02	1	3.0	2	1	2	1.4792899408284	4	Salisbury, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Salisbury, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Salisbury, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20200206141500	https://www.salisburyjournal.co.uk/news/18216044.colder-weather-takes-toll-salisburys-nhs-services/
904206286	20200130	202001	2020	2020.0822	GBRHLH	BRITISH	GBR					HLH													1	020	020	02	1	3.0	8	1	8	1.4792899408284	4	Salisbury, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	0								4	Salisbury, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20200206141500	https://www.salisburyjournal.co.uk/news/18216044.colder-weather-takes-toll-salisburys-nhs-services/
904206287	20200130	202001	2020	2020.0822	LAB	EMPLOYEE						LAB			BUS	COMPANY						BUS			1	010	010	01	1	0.0	10	1	10	-5.88235294117647	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20200206141500	http://www.koreaherald.com/view.php?ud=20200206000784
